idrealestate,type,typeOfOffer,city,municipality,squareFootage,constructionYear,landArea,floorInfo,registration,heatingType,roomNo,bathroomNo,price,country,con,pl,pumpaIliKalorimetri
3921,flat,sale,Beograd,"Vračar (Centar)",49,NULL,NULL,"2 / 5",Da,NULL,3,NULL,135000,Srbija,Standardna,NULL,NULL
3922,flat,sale,Beograd,"Vračar (Centar)",52,NULL,NULL,"- / -",Da,Klima,1,NULL,95000,Srbija,Standardna,NULL,NULL
3923,flat,sale,Beograd,Kaluđerica,60,NULL,NULL,"3 / 4",NULL,Samostalno,3,NULL,63000,Srbija,Novogradnja,NULL,NULL
3924,flat,sale,Beograd,"Zemun (Gardoš)",48,NULL,NULL,"- / 2",Da,Samostalno,2,NULL,63360,Srbija,Novogradnja,NULL,NULL
3925,flat,rent,Beograd,"Centar (uži)",67,NULL,NULL,"3 / 4",NULL,Centralno,3,NULL,370,Srbija,Izvorno,NULL,NULL
3926,flat,sale,Beograd,Kaluđerica,62,NULL,NULL,"3 / 4",NULL,Samostalno,3,NULL,65000,Srbija,Novogradnja,NULL,NULL
3927,flat,sale,Beograd,Kaluđerica,55,NULL,NULL,"3 / 4",NULL,Samostalno,3,NULL,57000,Srbija,Novogradnja,NULL,NULL
3928,flat,sale,Beograd,Kaluđerica,52,NULL,NULL,"3 / 4",NULL,Samostalno,2,NULL,55000,Srbija,Novogradnja,NULL,NULL
3929,flat,sale,Beograd,"Lisičji jarak",148,NULL,NULL,"2 / 2",Da,Centralno,4,NULL,418000,Srbija,Novogradnja,NULL,NULL
3930,home,sale,Beograd,Rušanj,300,1975,NULL,NULL,Da,Samostalno,9,NULL,135000,Srbija,Standardna,NULL,NULL
3931,flat,sale,Beograd,Karaburma,50,NULL,NULL,"- / -",NULL,Samostalno,2,NULL,44000,Srbija,Standardna,NULL,NULL
3932,home,sale,Beograd,"Dedinje (Beli dvor)",150,NULL,NULL,NULL,Da,Samostalno,5,NULL,350000,Srbija,Standardna,NULL,NULL
3933,home,sale,Beograd,Trošarina,560,1997,NULL,NULL,NULL,Samostalno,9,NULL,430000,Srbija,Standardna,NULL,NULL
3934,flat,sale,Beograd,Voždovac,55,NULL,NULL,"7 / 7",Da,Centralno,2,NULL,93500,Srbija,Novogradnja,NULL,NULL
3935,home,sale,Beograd,Trošarina,560,1997,NULL,NULL,NULL,Samostalno,9,NULL,430000,Srbija,Standardna,NULL,NULL
3936,flat,sale,Beograd,Voždovac,55,NULL,NULL,"7 / 7",Da,Centralno,2,NULL,93500,Srbija,Novogradnja,NULL,NULL
3937,flat,sale,Beograd,Tašmajdan,115,NULL,NULL,"1 / 5",Da,Centralno,5,NULL,245000,Srbija,Standardna,NULL,NULL
3938,home,sale,Beograd,"Lekino brdo",160,1940,NULL,NULL,Da,Samostalno,7,NULL,250000,Srbija,Standardna,NULL,NULL
3939,flat,sale,Beograd,"Medaković I",104,1980,NULL,"9 / 10",Da,Centralno,4,NULL,87000,Srbija,Standardna,NULL,NULL
3940,flat,sale,Beograd,"Cvetni trg",87,NULL,NULL,"3 / 4",Da,Centralno,4,NULL,228000,Srbija,Standardna,NULL,NULL
3941,home,sale,Beograd,"Mirijevo I",650,2015,NULL,NULL,Da,Samostalno,9,NULL,450000,Srbija,Standardna,NULL,NULL
3942,flat,sale,Beograd,"Medaković III",39,2006,NULL,"- / 3",Da,Samostalno,2,NULL,55000,Srbija,Standardna,NULL,NULL
3943,flat,sale,Beograd,Kluz,120,NULL,NULL,"2 / 3",NULL,Samostalno,4,NULL,135000,Srbija,Standardna,NULL,NULL
3944,flat,sale,Beograd,"Poštanska štedionica",32,2015,NULL,"6 / 7",NULL,Centralno,2,NULL,100000,Srbija,Novogradnja,NULL,NULL
3945,home,sale,Beograd,Jajinci,332,NULL,NULL,NULL,Da,Samostalno,7,NULL,315000,Srbija,Standardna,NULL,NULL
3946,flat,sale,Beograd,"Banovo brdo",100,2015,NULL,"3 / 3",Da,Samostalno,3,NULL,250000,Srbija,Novogradnja,NULL,NULL
3947,flat,sale,Beograd,"Kneza Miloša ( centar )",94,2003,NULL,"2 / 5",Da,Centralno,4,NULL,179000,Srbija,Standardna,NULL,NULL
3948,flat,sale,Beograd,"Beograđanka ( centar )",54,NULL,NULL,"- / 4",NULL,Samostalno,3,NULL,57000,Srbija,Standardna,NULL,NULL
3949,flat,sale,Beograd,Banjica,62,2016,NULL,"7 / 7",Da,Centralno,3,NULL,111600,Srbija,Novogradnja,NULL,NULL
3950,flat,sale,Beograd,Grocka,52,2013,NULL,"1 / 4",NULL,Samostalno,3,NULL,39000,Srbija,Novogradnja,NULL,NULL
3951,flat,sale,Beograd,"Beograđanka ( centar )",96,1986,NULL,"5 / 6",Da,Centralno,4,NULL,194900,Srbija,Standardna,NULL,NULL
3952,flat,sale,Beograd,Karaburma,41,2007,NULL,"- / 3",NULL,Centralno,1,NULL,51000,Srbija,Standardna,NULL,NULL
3953,flat,sale,Beograd,"Savski venac",35,1967,NULL,"- / 8",Da,Centralno,2,NULL,97000,Srbija,Standardna,NULL,NULL
3954,flat,sale,Beograd,"Borča I",44,NULL,NULL,"- / 5",NULL,"Samostalno, Klima",2,1,43000,Srbija,Novogradnja,NULL,NULL
3955,home,sale,Beograd,Železnik,247,NULL,NULL,NULL,Da,Samostalno,6,2,120000,Srbija,Standardna,NULL,NULL
3956,flat,sale,Beograd,"Denkova bašta",106,1970,NULL,"- / 4",Da,Centralno,5,NULL,135000,Srbija,Standardna,NULL,NULL
3957,flat,sale,Beograd,"Gundulićev venac",40,NULL,NULL,"- / 1",Da,Samostalno,2,NULL,79000,Srbija,Standardna,NULL,NULL
3958,flat,sale,Beograd,"Stari Grad",31,NULL,NULL,"2 / 6",Da,"Centralno, Klima",1,NULL,105000,Srbija,Novogradnja,NULL,NULL
3959,flat,sale,Beograd,Banjica,76,1980,NULL,"5 / 5",Da,Centralno,4,NULL,99900,Srbija,Standardna,NULL,NULL
3960,flat,sale,Beograd,Kaluđerica,52,NULL,NULL,"1 / 4",NULL,"Samostalno, Klima",3,NULL,54000,Srbija,Novogradnja,NULL,NULL
3961,flat,sale,Beograd,"Bežanijska kosa I",51,NULL,NULL,"- / 4",NULL,Centralno,2,NULL,110000,Srbija,Standardna,NULL,NULL
3962,flat,sale,"Novi Sad",Telep,67,NULL,NULL,"4 / 4",Da,Samostalno,2,NULL,64000,Srbija,Standardna,NULL,NULL
3963,flat,sale,Beograd,Kaluđerica,62,NULL,NULL,"2 / 4",NULL,"Samostalno, Klima",3,NULL,65000,Srbija,Novogradnja,NULL,NULL
3964,flat,sale,Beograd,"Borča I",56,1986,NULL,"7 / 7",Da,Centralno,2,NULL,45000,Srbija,Standardna,NULL,NULL
3965,flat,rent,Beograd,"Novi Beograd Blok 45 (TC Enjub)",60,NULL,NULL,"13 / 13",NULL,"Centralno, Klima",2,NULL,400,Srbija,Izvorno,NULL,NULL
3966,home,sale,Beograd,Aluge,66,NULL,NULL,NULL,Da,NULL,3,NULL,22000,Srbija,Standardna,NULL,NULL
3967,flat,rent,Beograd,"Novi Beograd Blok 30 (B92)",83,NULL,NULL,"1 / 10",NULL,"Centralno, Klima",3,NULL,520,Srbija,Izvorno,NULL,NULL
3968,flat,sale,"Novi Sad","Novo Naselje",91,NULL,NULL,"3 / -",Da,"Centralno, Klima",4,NULL,107200,Srbija,Izvorno,NULL,NULL
3969,flat,sale,Beograd,Karaburma,26,NULL,NULL,"5 / 5",NULL,Samostalno,1,NULL,38500,Srbija,U,NULL,NULL
3970,flat,sale,Beograd,"Stari Grad",31,NULL,NULL,"2 / 6",Da,"Centralno, Klima",1,NULL,105000,Srbija,Novogradnja,NULL,NULL
3971,flat,sale,Beograd,Kaluđerica,60,NULL,NULL,"2 / 2",Da,Samostalno,3,NULL,42000,Srbija,Standardna,NULL,NULL
3972,flat,sale,Beograd,Voždovac,139,2018,NULL,"4 / -",Da,"Samostalno, Klima",4,NULL,280000,Srbija,Novogradnja,NULL,NULL
3973,flat,rent,Beograd,"Centar (uži)",65,NULL,NULL,"4 / 8",NULL,"Centralno, Klima",2,NULL,400,Srbija,Izvorno,NULL,NULL
3974,flat,rent,Beograd,"Novi Beograd Blok 43 (Buvlja pijaca)",60,NULL,NULL,"2 / 9",NULL,Centralno,2,NULL,700,Srbija,Standardna,NULL,NULL
3975,flat,sale,"Novi Sad",Sajam,102,NULL,NULL,"6 / 6",Da,"Centralno, Klima",5,NULL,102000,Srbija,Novogradnja,NULL,NULL
3976,flat,sale,Beograd,"Mirijevo I",30,NULL,NULL,"1 / 3",NULL,Samostalno,2,NULL,34500,Srbija,Novogradnja,NULL,NULL
3977,flat,rent,Beograd,"Bežanijska kosa III",74,NULL,NULL,"5 / 6",NULL,"Centralno, Klima",3,NULL,400,Srbija,Izvorno,NULL,NULL
3978,flat,sale,Beograd,"Borča III",75,NULL,NULL,"1 / 7",Da,Centralno,3,NULL,69000,Srbija,Izvorno,NULL,NULL
3979,flat,sale,Beograd,Zvezdara,197,NULL,NULL,"2 / 2",NULL,Samostalno,5,NULL,430000,Srbija,U,NULL,NULL
3980,flat,sale,"Novi Sad",Sajam,22,NULL,NULL,"4 / -",Da,"Centralno, Klima",1,NULL,44000,Srbija,Izvorno,NULL,NULL
3981,flat,rent,Beograd,"Vračar (Centar)",73,NULL,NULL,"3 / 6",NULL,"Centralno, Klima",3,NULL,500,Srbija,Izvorno,NULL,NULL
3982,flat,sale,Beograd,Voždovac,63,NULL,NULL,"1 / 9",Da,"Centralno, Klima",2,NULL,95000,Srbija,Izvorno,NULL,NULL
3983,flat,rent,Beograd,Žarkovo,37,NULL,NULL,"1 / 3",NULL,"Centralno, Klima",2,NULL,220,Srbija,Standardna,NULL,NULL
3984,flat,sale,Beograd,"Vračar (Centar)",63,NULL,NULL,"- / 6",Da,NULL,1,NULL,138000,Srbija,Standardna,NULL,NULL
3985,flat,sale,Beograd,Kaluđerica,52,NULL,NULL,"- / 4",NULL,"Samostalno, Klima",3,NULL,54000,Srbija,Novogradnja,NULL,NULL
3986,flat,sale,Beograd,"Banovo brdo",75,NULL,NULL,"7 / 9",Da,"Centralno, Klima",3,NULL,155000,Srbija,Izvorno,NULL,NULL
3987,flat,rent,Beograd,"Vračar (Centar)",94,NULL,NULL,"3 / -",NULL,"Centralno, Klima",3,NULL,1100,Srbija,Novogradnja,NULL,NULL
3988,flat,sale,Beograd,"Omladinskih brigada",108,NULL,NULL,"3 / 8",Da,Centralno,4,NULL,194999,Srbija,Izvorno,NULL,NULL
3989,flat,sale,"Novi Sad",Centar,14,NULL,NULL,"2 / 3",Da,"Centralno, Klima",1,NULL,36000,Srbija,Novogradnja,NULL,NULL
3990,flat,sale,Beograd,Zvezdara,75,NULL,NULL,"3 / 4",Da,"Centralno, Klima",3,NULL,173500,Srbija,Novogradnja,NULL,NULL
3991,flat,sale,Beograd,Kaluđerica,49,NULL,NULL,"1 / 4",NULL,"Samostalno, Klima",3,NULL,51000,Srbija,Novogradnja,NULL,NULL
3992,flat,sale,Beograd,"Mirijevo I",38,NULL,NULL,"1 / 3",NULL,Samostalno,2,NULL,43000,Srbija,Novogradnja,NULL,NULL
3993,flat,sale,Beograd,"Centar (uži)",47,NULL,NULL,"5 / 6",Da,NULL,2,NULL,129000,Srbija,Izvorno,NULL,NULL
3994,flat,sale,Beograd,"Zemun (Gornji grad)",56,NULL,NULL,"1 / 2",Da,"Samostalno, Klima",3,NULL,86900,Srbija,Novogradnja,NULL,NULL
3995,flat,sale,Beograd,Karaburma,44,NULL,NULL,"5 / 5",NULL,Samostalno,2,NULL,60500,Srbija,U,NULL,NULL
3996,flat,sale,Beograd,"Mirijevo I",28,NULL,NULL,"1 / 3",NULL,Samostalno,2,NULL,32200,Srbija,Novogradnja,NULL,NULL
3997,flat,sale,Beograd,Karaburma,26,NULL,NULL,"5 / 5",NULL,Samostalno,1,NULL,38500,Srbija,U,NULL,NULL
3998,flat,sale,Beograd,"Savski venac",93,1937,NULL,"1 / 5",Da,Samostalno,4,NULL,250000,Srbija,Standardna,NULL,NULL
3999,flat,sale,Beograd,"Stari Grad",60,NULL,NULL,"2 / 6",Da,Centralno,3,NULL,172000,Srbija,Novogradnja,NULL,NULL
4000,flat,sale,"Novi Sad",Rotkvarija,94,NULL,NULL,"1 / 1",Da,Centralno,4,NULL,94000,Srbija,Standardna,NULL,NULL
4001,flat,sale,Beograd,Kaluđerica,24,NULL,NULL,"- / 4",Da,"Samostalno, Klima",1,NULL,21600,Srbija,Novogradnja,NULL,NULL
4002,flat,sale,"Novi Sad",Rotkvarija,73,NULL,NULL,"12 / -",NULL,NULL,4,NULL,94900,Srbija,Standardna,NULL,NULL
4003,flat,sale,Beograd,"Zemun (Save Kovačevića)",54,NULL,NULL,"11 / 11",NULL,"Centralno, Klima",3,NULL,65000,Srbija,Izvorno,NULL,NULL
4004,flat,rent,Beograd,"Novi Beograd Blok 22",63,NULL,NULL,"1 / 7",NULL,"Centralno, Klima",2,NULL,450,Srbija,Izvorno,NULL,NULL
4005,flat,sale,Beograd,"Zemun (Centar)",51,NULL,NULL,"3 / 5",Da,Centralno,3,NULL,86700,Srbija,Izvorno,NULL,NULL
4006,flat,sale,Beograd,"Stari Grad",85,NULL,NULL,"1 / 7",Da,Centralno,4,NULL,204000,Srbija,Izvorno,NULL,NULL
4007,flat,sale,Beograd,"Stari Grad",71,NULL,NULL,"3 / 4",Da,NULL,3,NULL,140000,Srbija,Izvorno,NULL,NULL
4008,flat,rent,Beograd,"Novi Beograd Blok 30 (B92)",83,NULL,NULL,"1 / 10",NULL,"Centralno, Klima",3,NULL,520,Srbija,Izvorno,NULL,NULL
4009,flat,sale,Beograd,Batajnica,52,2020,NULL,"3 / 3",Da,Samostalno,2,NULL,52000,Srbija,Novogradnja,NULL,NULL
4010,flat,sale,Beograd,"Mirijevo I",58,NULL,NULL,"- / 3",NULL,NULL,3,NULL,60000,Srbija,Novogradnja,NULL,NULL
4011,flat,sale,"Novi Sad","Novo Naselje",91,NULL,NULL,"3 / -",Da,"Centralno, Klima",4,NULL,107200,Srbija,Izvorno,NULL,NULL
4012,flat,rent,Beograd,Voždovac,42,NULL,NULL,"3 / -",NULL,Centralno,2,NULL,250,Srbija,Izvorno,NULL,NULL
4013,flat,sale,"Novi Sad",Grbavica,32,NULL,NULL,"3 / 5",Da,Centralno,1,NULL,52000,Srbija,Standardna,NULL,NULL
4014,flat,rent,Beograd,"Novi Beograd Blok 11a (Opština NBG)",43,NULL,NULL,"9 / 14",NULL,Centralno,2,NULL,320,Srbija,Standardna,NULL,NULL
4015,flat,rent,Beograd,"Vračar (Centar)",120,NULL,NULL,"1 / -",NULL,"Centralno, Klima",3,NULL,1400,Srbija,Novogradnja,NULL,NULL
4016,flat,sale,Beograd,Rakovica,63,NULL,NULL,"- / 6",Da,Centralno,2,NULL,59500,Srbija,Standardna,NULL,NULL
4017,flat,sale,Beograd,"Centar (uži)",47,NULL,NULL,"5 / 6",Da,NULL,2,NULL,129000,Srbija,Izvorno,NULL,NULL
4018,flat,rent,Beograd,"Novi Beograd Blok 67",107,NULL,NULL,"9 / 13",NULL,Centralno,3,NULL,1000,Srbija,Novogradnja,NULL,NULL
4019,flat,sale,"Novi Sad","Novo Naselje",60,NULL,NULL,"1 / 4",Da,Centralno,3,NULL,81500,Srbija,Standardna,NULL,NULL
4020,flat,rent,Beograd,"Zeleni venac",91,NULL,NULL,"3 / 6",NULL,Centralno,4,NULL,500,Srbija,Izvorno,NULL,NULL
4021,flat,sale,Beograd,"Mirijevo I",38,NULL,NULL,"1 / 3",NULL,Samostalno,2,NULL,43000,Srbija,Novogradnja,NULL,NULL
4022,flat,sale,Beograd,"Mirijevo I",40,NULL,NULL,"2 / 3",NULL,Samostalno,2,NULL,46000,Srbija,Standardna,NULL,NULL
4023,flat,sale,"Novi Sad",Grbavica,108,NULL,NULL,"1 / -",Da,NULL,4,NULL,167400,Srbija,Novogradnja,NULL,NULL
4024,flat,rent,Beograd,"Banovo brdo",54,NULL,NULL,"2 / 3",NULL,"Centralno, Klima",2,NULL,280,Srbija,Standardna,NULL,NULL
4025,flat,sale,"Novi Sad",Bulevar,47,NULL,NULL,"3 / -",Da,"Centralno, Klima",2,NULL,93000,Srbija,Novogradnja,NULL,NULL
4026,flat,sale,"Novi Sad",NULL,32,NULL,NULL,"1 / 3",Da,Centralno,1,NULL,69000,Srbija,Standardna,NULL,NULL
4027,flat,sale,Beograd,Kaluđerica,48,NULL,NULL,"- / -",NULL,"Samostalno, Klima",2,NULL,43500,Srbija,Novogradnja,NULL,NULL
4028,flat,sale,Beograd,Kaluđerica,24,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",1,NULL,24500,Srbija,Novogradnja,NULL,NULL
4029,flat,rent,Beograd,"Novi Beograd Blok 43 (Buvlja pijaca)",60,NULL,NULL,"7 / 9",NULL,"Centralno, Klima",2,NULL,650,Srbija,Novogradnja,NULL,NULL
4030,flat,sale,Beograd,"Višnjička banja",24,NULL,NULL,"- / 3",Da,NULL,1,NULL,29500,Srbija,Novogradnja,NULL,NULL
4031,flat,sale,Beograd,Karaburma,35,NULL,NULL,"5 / 5",NULL,Samostalno,1,NULL,49500,Srbija,Standardna,NULL,NULL
4032,flat,sale,Beograd,Kaluđerica,55,NULL,NULL,"2 / 4",NULL,"Samostalno, Klima",3,NULL,57000,Srbija,Novogradnja,NULL,NULL
4033,flat,sale,Beograd,Zvezdara,62,NULL,NULL,"- / 4",Da,Klima,2,NULL,102000,Srbija,Novogradnja,NULL,NULL
4034,flat,sale,Beograd,Zvezdara,75,NULL,NULL,"3 / 3",Da,NULL,3,NULL,176700,Srbija,Novogradnja,NULL,NULL
4035,flat,sale,Beograd,Zvezdara,28,NULL,NULL,"2 / 3",Da,NULL,1,NULL,69100,Srbija,Novogradnja,NULL,NULL
4036,flat,sale,Beograd,"Banovo brdo",102,2020,NULL,"2 / 4",Da,"Centralno, Klima",4,NULL,240000,Srbija,Novogradnja,NULL,NULL
4037,flat,sale,"Novi Sad",Socijalno,50,NULL,NULL,"8 / 10",Da,Centralno,2,NULL,64000,Srbija,Standardna,NULL,NULL
4038,flat,sale,Beograd,Krnjača,61,NULL,NULL,"3 / 5",NULL,Samostalno,3,NULL,62220,Srbija,Novogradnja,NULL,NULL
4039,flat,sale,Beograd,"Vračar (Centar)",74,NULL,NULL,"4 / 5",Da,"Centralno, Klima",3,NULL,155000,Srbija,Izvorno,NULL,NULL
4040,flat,sale,Beograd,Krnjača,36,NULL,NULL,"1 / 5",NULL,Samostalno,2,NULL,36720,Srbija,Novogradnja,NULL,NULL
4041,flat,sale,Pančevo,"Matije Gupca",98,NULL,NULL,"4 / 4",Da,NULL,4,NULL,89000,Srbija,Novogradnja,NULL,NULL
4042,flat,sale,Beograd,"Novi Beograd Blok 7 (Paviljoni)",54,NULL,NULL,"- / -",Da,"Centralno, Klima",3,NULL,78000,Srbija,Standardna,NULL,NULL
4043,flat,sale,Beograd,Voždovac,78,NULL,NULL,"3 / 4",Da,"Centralno, Klima",4,NULL,154000,Srbija,Novogradnja,NULL,kalorimetri
4044,flat,sale,Beograd,Krnjača,36,NULL,NULL,"1 / 5",NULL,Samostalno,2,NULL,36720,Srbija,Novogradnja,NULL,NULL
4045,flat,sale,Beograd,Žarkovo,91,NULL,NULL,"3 / 3",Da,"Centralno, Klima",4,NULL,135000,Srbija,Izvorno,NULL,NULL
4046,flat,rent,Beograd,"Vračar (Centar)",38,NULL,NULL,"7 / 8",NULL,"Samostalno, Klima",2,NULL,300,Srbija,Izvorno,NULL,NULL
4047,flat,rent,Beograd,"Novi Beograd Blok 28 (Potkovica)",90,NULL,NULL,"8 / 11",NULL,Centralno,4,NULL,650,Srbija,Standardna,NULL,NULL
4048,flat,sale,"Novi Sad",Bulevar,44,NULL,NULL,"5 / -",Da,"Centralno, Klima",2,NULL,108150,Srbija,Novogradnja,NULL,NULL
4049,home,sale,Pančevo,"Miloša Trebinjca",280,NULL,NULL,NULL,Da,Centralno,5,NULL,225000,Srbija,Novogradnja,NULL,NULL
4050,flat,sale,Beograd,Krnjača,36,NULL,NULL,"1 / 5",NULL,Samostalno,2,NULL,36720,Srbija,Novogradnja,NULL,NULL
4051,flat,sale,Beograd,"Mirijevo I",158,NULL,NULL,"- / 3",Da,Klima,3,NULL,280000,Srbija,Novogradnja,NULL,NULL
4052,flat,sale,"Novi Sad",Bulevar,30,NULL,NULL,"3 / -",Da,Centralno,3,NULL,60000,Srbija,Novogradnja,NULL,NULL
4053,flat,sale,Pančevo,"Milorada Bate Mihailovica",108,NULL,NULL,"2 / -",Da,Samostalno,4,NULL,122000,Srbija,Izvorno,NULL,NULL
4054,flat,rent,Beograd,"Vračar (Centar)",110,NULL,NULL,"1 / 3",NULL,Klima,3,NULL,550,Srbija,Standardna,NULL,NULL
4055,flat,sale,Beograd,"Mirijevo I",65,NULL,NULL,"- / 3",Da,Samostalno,3,NULL,73000,Srbija,Novogradnja,NULL,NULL
4056,flat,sale,Beograd,"Novi Beograd Blok 64",72,NULL,NULL,"2 / 4",Da,"Centralno, Klima",3,NULL,135000,Srbija,Standardna,NULL,NULL
4057,flat,sale,"Novi Sad","Novo Naselje",90,NULL,NULL,"4 / -",Da,"Centralno, Klima",4,NULL,75000,Srbija,Izvorno,NULL,NULL
4058,home,sale,Beograd,Dobanovci,165,NULL,NULL,NULL,Da,Samostalno,5,NULL,88900,Srbija,Standardna,NULL,NULL
4059,flat,sale,Beograd,"Mirijevo I",60,NULL,NULL,"4 / 8",Da,Centralno,2,NULL,76000,Srbija,Izvorno,NULL,NULL
4060,flat,sale,Beograd,Zvezdara,82,NULL,NULL,"- / 5",Da,Klima,4,NULL,151000,Srbija,Standardna,NULL,NULL
4061,flat,sale,"Novi Sad",Bulevar,26,NULL,NULL,"3 / 3",Da,"Centralno, Klima",1,NULL,46800,Srbija,Novogradnja,NULL,NULL
4062,flat,sale,"Novi Sad",Centar,61,NULL,NULL,"2 / 3",Da,"Centralno, Klima",3,NULL,85400,Srbija,Novogradnja,NULL,NULL
4063,flat,sale,Beograd,Zvezdara,24,NULL,NULL,"- / -",Da,NULL,1,NULL,40000,Srbija,Izvorno,NULL,NULL
4064,flat,sale,Beograd,"Mirijevo I",60,NULL,NULL,"1 / 9",Da,Centralno,2,NULL,71000,Srbija,Izvorno,NULL,NULL
4065,flat,sale,Beograd,Karaburma,26,NULL,NULL,"5 / 5",NULL,Samostalno,1,NULL,38500,Srbija,U,NULL,NULL
4066,flat,sale,Beograd,Kaluđerica,82,NULL,NULL,"6 / 6",NULL,"Samostalno, Klima",3,NULL,78000,Srbija,Novogradnja,NULL,NULL
4067,flat,sale,Beograd,Sremčica,84,1990,NULL,"2 / 4",NULL,NULL,3,NULL,70500,Srbija,Novogradnja,NULL,NULL
4068,flat,sale,Beograd,Kaluđerica,24,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",1,NULL,24500,Srbija,Novogradnja,NULL,NULL
4069,flat,sale,Pančevo,"Aksentija Maksimovića",98,NULL,NULL,"1 / 1",Da,"Centralno, Klima",4,NULL,102000,Srbija,Novogradnja,NULL,NULL
4070,home,sale,Beograd,Aluge,66,NULL,NULL,NULL,Da,NULL,3,NULL,22000,Srbija,Standardna,NULL,NULL
4071,flat,sale,Beograd,Rakovica,52,NULL,NULL,"3 / 7",Da,"Centralno, Klima",2,NULL,82000,Srbija,Novogradnja,NULL,NULL
4072,flat,sale,Beograd,Kaluđerica,78,NULL,NULL,"- / 4",NULL,"Samostalno, Klima",3,NULL,66300,Srbija,Novogradnja,NULL,NULL
4073,home,rent,Beograd,"Dedinje (RTV Pink)",220,NULL,NULL,NULL,NULL,Klima,5,NULL,2750,Srbija,Standardna,NULL,NULL
4074,flat,sale,Beograd,Kaluđerica,25,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",1,NULL,24500,Srbija,Novogradnja,NULL,NULL
4075,flat,rent,Beograd,"Vračar (Centar)",60,NULL,NULL,"2 / 3",NULL,"Centralno, Klima",2,NULL,550,Srbija,Izvorno,NULL,NULL
4076,flat,sale,Beograd,"Bežanijska kosa I",61,NULL,NULL,"1 / 3",Da,NULL,3,NULL,125500,Srbija,Standardna,NULL,NULL
4077,flat,sale,Beograd,Kaluđerica,31,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",2,NULL,28000,Srbija,Novogradnja,NULL,NULL
4078,flat,sale,Beograd,"Novi Beograd Blok 37",95,NULL,NULL,"6 / 14",Da,Centralno,4,NULL,180000,Srbija,Izvorno,NULL,NULL
4079,flat,sale,Beograd,Kaluđerica,25,NULL,NULL,"- / 6",NULL,"Samostalno, Klima",1,NULL,24500,Srbija,Novogradnja,NULL,NULL
4080,flat,rent,Beograd,"Novi Beograd Blok 43 (Buvlja pijaca)",60,NULL,NULL,"7 / 9",NULL,"Centralno, Klima",2,NULL,650,Srbija,Novogradnja,NULL,NULL
4081,flat,sale,Beograd,Krnjača,61,NULL,NULL,"3 / 5",NULL,Samostalno,3,NULL,62220,Srbija,Novogradnja,NULL,NULL
4082,flat,sale,Beograd,"Višnjička banja",24,NULL,NULL,"- / 3",Da,NULL,1,NULL,29500,Srbija,Novogradnja,NULL,NULL
4083,flat,sale,"Novi Sad","Pariske komune",54,NULL,NULL,"3 / -",Da,Centralno,3,NULL,66500,Srbija,Izvorno,NULL,NULL
4084,flat,rent,Beograd,"Vračar (Centar)",110,NULL,NULL,"1 / 3",NULL,Klima,3,NULL,550,Srbija,Standardna,NULL,NULL
4085,flat,sale,Beograd,Kaluđerica,49,NULL,NULL,"- / 4",NULL,"Samostalno, Klima",2,NULL,42000,Srbija,Novogradnja,NULL,NULL
4086,flat,sale,Beograd,"Novi Beograd Blok 64",72,NULL,NULL,"2 / 4",Da,"Centralno, Klima",3,NULL,135000,Srbija,Standardna,NULL,NULL
4087,flat,rent,Beograd,"Novi Beograd Blok 22",56,NULL,NULL,"5 / 7",NULL,"Centralno, Klima",2,NULL,450,Srbija,Izvorno,NULL,NULL
4088,flat,sale,Beograd,Sremčica,84,1990,NULL,"2 / 4",NULL,NULL,3,NULL,70500,Srbija,Novogradnja,NULL,NULL
4089,flat,sale,Beograd,"Višnjička banja",51,2021,NULL,"- / 5",Da,"Centralno, Klima",2,NULL,65637,Srbija,U,NULL,NULL
4090,flat,sale,Beograd,"Bežanijska kosa I",61,NULL,NULL,"1 / 3",Da,NULL,3,NULL,125500,Srbija,Standardna,NULL,NULL
4091,flat,sale,"Novi Sad",Centar,61,NULL,NULL,"2 / 3",Da,"Centralno, Klima",3,NULL,85400,Srbija,Novogradnja,NULL,NULL
4092,flat,sale,Beograd,Zvezdara,24,NULL,NULL,"- / -",Da,NULL,1,NULL,40000,Srbija,Izvorno,NULL,NULL
4093,flat,sale,Beograd,Krnjača,36,NULL,NULL,"1 / 5",NULL,Samostalno,2,NULL,36720,Srbija,Novogradnja,NULL,NULL
4094,flat,sale,Beograd,"Vračar (Centar)",79,2014,NULL,"4 / 5",Da,Centralno,2,NULL,138000,Srbija,Novogradnja,NULL,NULL
4095,flat,sale,Beograd,"Banovo brdo",62,NULL,NULL,"- / 4",Da,"Centralno, Klima",3,NULL,112000,Srbija,Izvorno,NULL,NULL
4096,flat,sale,Beograd,Kaluđerica,82,NULL,NULL,"6 / 6",NULL,"Samostalno, Klima",3,NULL,78000,Srbija,Novogradnja,NULL,NULL
4097,flat,sale,Beograd,Kaluđerica,82,NULL,NULL,"6 / 6",NULL,"Samostalno, Klima",3,NULL,78000,Srbija,Novogradnja,NULL,NULL
4098,home,rent,Beograd,"Dedinje (RTV Pink)",220,NULL,NULL,NULL,NULL,Klima,5,NULL,2750,Srbija,Standardna,NULL,NULL
